" 0 path: ../test_data/query_dir_nt/test02.fasta.gz, fasta_id: total sequence, length : 4390553"									
	 query_id: 	 ../test_data/query_dir_nt/test02.fasta.gz 	 distance: 	8.74E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_000427315.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4322628
	 query_id: 	 ../test_data/query_dir_nt/test02.fasta.gz 	 distance: 	9.64E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_013364235.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	8400705
									
" 1 path: ../test_data/query_dir_nt/test01.fasta.gz, fasta_id: total sequence, length : 5483943"									
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	8.01E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_016703325.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5645544
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.28E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_017992055.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5894841
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.33E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_018069875.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5507901
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.34E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_005403045.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6136994
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.35E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_001293525.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6142063
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.36E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_008329925.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4430992
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.36E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_018069755.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5170988
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.36E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_000969605.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6319573
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.37E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_013294065.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4889863
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.38E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_900156335.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4628600
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.38E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_016719535.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5866571
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.39E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_016213205.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6021378
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.39E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_001984095.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6875501
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.39E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_003265685.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6872525
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.40E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_903828235.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4529335
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.40E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_009760915.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	7816897
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.40E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_003201595.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4428685
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.40E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_016790515.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5005045
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.41E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_017999135.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	3799498
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.41E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_004016515.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5310361
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.41E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_000019785.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4909403
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.42E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_014873965.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5331433
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.42E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_004011805.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	7085484
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.43E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_003053685.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	7459457
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.43E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_002198735.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6980557
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.43E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_016583785.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5354124
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.43E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_000430725.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	8748819
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.43E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_001770815.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5523175
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.44E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_014652235.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	7114094
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.44E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_903914615.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5879065
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.44E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_000284255.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5043253
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.44E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_000244995.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5600426
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.44E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_004340905.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5075262
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.44E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_004016505.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4929098
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.44E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_012927045.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6653748
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.44E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_015624425.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6010585
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.44E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_016213265.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4614482
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.45E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_000745855.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6529317
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.45E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_010499455.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5255637
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.45E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_008801845.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4510912
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.45E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_001422445.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6735673
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.45E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_000190375.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4129894
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.45E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_000333615.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4936658
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.46E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_013410775.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5068925
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.46E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_017302505.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	5499907
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.46E-01	 answer_fasta_path 	 ../gtdb_v207/GCF_003337555.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	8161838
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.46E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_001295865.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4843194
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.46E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_017983795.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	4244247
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.46E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_903864295.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	6537377
	 query_id: 	 ../test_data/query_dir_nt/test01.fasta.gz 	 distance: 	9.46E-01	 answer_fasta_path 	 ../gtdb_v207/GCA_016219375.1_genomic.fna.gz	 total sequence 	 answer_seq_len:	3584766
